Facility Name,Facility Address,Latitude,Longitude,NAICS Code,Pollutant,Source Type,Emissions in Tons,Year
Southern Illinois Power Coop,10825 Lake of Egypt Rd,37.6198,-88.9531,221112,PM2.5 Primary (Filt + Cond,Electricity Generation via Combustion,169.948034971,2011
Mineral Resource Technologies Inc-Joliet Terminal,23462 W Amoco Rd,41.4508,-88.1754,423320,PM2.5 Primary (Filt + Cond,,0.00967742,2011
Fresenius Medical Care,804 W Madison St,40.8802,-88.6381,621492,PM2.5 Primary (Filt + Cond,,0.000864,2011
Tampico Elevator-div of Rock River,2752 Luther Rd,41.624,-89.7658,424510,PM2.5 Primary (Filt + Cond,,0.4229929,2011
MATTOON,Unknown,39.4776,-88.3786,488210,PM2.5 Primary (Filt + Cond,Rail Yard,0.17453,2011
Altorfer Inc,6315 Fauber Rd,40.6853,-89.6925,335312,PM2.5 Primary (Filt + Cond,,0.22,2011
Top Die Casting Co,3719 N IL Route 23,42.274,-88.6092,331523,PM2.5 Primary (Filt + Cond,"Foundries, non-ferrous",0.00508261,2011
Cargill Inc,26550 Baseline Rd,41.4038,-88.1511,424510,PM2.5 Primary (Filt + Cond,,2.46,2011
SINELE STRIP,Unknown,40.5468,-91.2764,48811,PM2.5 Primary (Filt + Cond,Airport,0.00701554,2011
ADM/Fasco,1193 Rock Rd,41.7576,-89.2485,424510,PM2.5 Primary (Filt + Cond,,0.250676329,2011
Chicago - Dept of Aviation,O Hare International Airport,41.9792,-87.8983,488119,PM2.5 Primary (Filt + Cond,,3.643,2011
ST FRANCIS HOSPITAL,Unknown,40.3281,-90.8762,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
Evergreen FS Inc,Main St,40.4497,-88.6328,424510,PM2.5 Primary (Filt + Cond,,1.14996976,2011
City Of Monmouth,Hwy 67 N,40.9447,-90.6426,221320,PM2.5 Primary (Filt + Cond,Wastewater Treatment Facility,1.03,2011
Cameron Grain Corp,Depot St,40.8887,-90.5158,424510,PM2.5 Primary (Filt + Cond,,0.1883075567,2011
Tuthill Pump Co,12500 S Pulaski Rd,41.6651,-87.7206,333911,PM2.5 Primary (Filt + Cond,,0.02,2011
Cairo Regional Airport,Airport Rd,37.0614,-89.2183,488119,PM2.5 Primary (Filt + Cond,Airport,0.4608463,2011
Davenport Family Funeral Home,419 E Terra Cotta Ave,42.248,-88.3043,812210,PM2.5 Primary (Filt + Cond,,0.05,2011
Solazyme Manufacturing 1 LLC,910 NE Adams St,40.6962,-89.5793,311999,PM2.5 Primary (Filt + Cond,,0,2011
Export Packaging Co,525 E 10th Ave,41.4444,-90.5575,561499,PM2.5 Primary (Filt + Cond,,3.410237,2011
Gorman Ready Mix Co Inc,721 S State St,39.1131,-90.3208,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.146063986,2011
PQ Corp,340 E Grove St,41.3418,-89.0033,325130,PM2.5 Primary (Filt + Cond,,15.30322178,2011
Gateway Sand & Gravel Ltd,180 Mueller Ln,38.6616,-90.116,212321,PM2.5 Primary (Filt + Cond,,0.6881842,2011
Plymouth Tube Co,1209 E 12th St,41.1054,-88.8182,331210,PM2.5 Primary (Filt + Cond,,0.27,2011
Freesen Inc,175 Downs Plant/I 74 Exit,40.3882,-88.8781,324121,PM2.5 Primary (Filt + Cond,Hot Mix Asphalt Plant,0,2011
Precision Plating of Quincy Inc,2611 Locust St,39.9505,-91.3732,332813,PM2.5 Primary (Filt + Cond,,0.1958824,2011
WALPOLE,Unknown,42.238,-88.6621,48811,PM2.5 Primary (Filt + Cond,Airport,0.0122198,2011
VCNA Prairie Inc,15494 E 1200 N Rd,40.797,-88.6342,212312,PM2.5 Primary (Filt + Cond,,0.13,2011
Ludlow Cooperative Elevator Co,452 N 1480 E,40.465,-88.1787,424510,PM2.5 Primary (Filt + Cond,,0.0585423633,2011
Chicago White Metal,649 N Rte 83,41.9751,-87.957,331523,PM2.5 Primary (Filt + Cond,,0.0814023,2011
VCNA Prairie Illinois Inc Batavia Ready Mix LLC Yard 1132,1150 W Lake St,41.7394,-88.3404,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0,2011
Equistar Chemicals LP,8805 N Tabler Rd,41.4129,-88.3298,325998,PM2.5 Primary (Filt + Cond,Chemical Plant,177.606383,2011
Ozinga Ready Mix Concrete Inc,2W660 St Charles Rd,41.8982,-88.108,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0,2011
Marquis Energy LLC,11953 Prairie Industrial Pkwy,41.2768,-89.3199,325193,PM2.5 Primary (Filt + Cond,Ethanol Biorefineries/Soy Biodiesel,44.97699,2011
Szentes Concrete,1320 N Raber Rd,40.7039,-89.6487,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,1.65951209,2011
Hamilton Sundstrand,2421 11th St,42.2399,-89.0737,336413,PM2.5 Primary (Filt + Cond,"Aircraft, Aerospace, or Related Parts Plant",0.086,2011
NEINER,Unknown,41.2543,-87.9183,48811,PM2.5 Primary (Filt + Cond,Airport,0.0000816615,2011
Carstin Brands LLC,520 E 2nd St,39.7204,-88.4678,326199,PM2.5 Primary (Filt + Cond,,0.0004,2011
Furst McNess Co,209 N Bridge St,42.3318,-89.7593,311119,PM2.5 Primary (Filt + Cond,,1.0441264,2011
EASTPEORIA,Unknown,40.667,-89.5588,488210,PM2.5 Primary (Filt + Cond,Rail Yard,0.00642439,2011
Natural Gas Pipe Line Co of America,1790 Stone Quarry Rd,42.1771,-88.8644,486210,PM2.5 Primary (Filt + Cond,Compressor Station,0.04,2011
Elm Lawn Memorial Park,401 E Lake St,41.9095,-87.928,812210,PM2.5 Primary (Filt + Cond,Crematory - Human,0.04,2011
Elgin Sweeper Co,1300 W Bartlett Rd,41.9951,-88.2402,336211,PM2.5 Primary (Filt + Cond,Automobile/Truck or Parts Plant,0.19414894,2011
Presence St Mary & Elizabeth Medical Ctr,2233 W Division St,41.9027,-87.6826,622110,PM2.5 Primary (Filt + Cond,"Institutional (school, hospital, prison, etc.)",0.410958488,2011
Dignity Cremations,3125 Etna Rd,39.3892,-88.4124,812210,PM2.5 Primary (Filt + Cond,Crematory - Human,0.0425676,2011
WG Murray Dev Ctr,1535 W McCord St,38.5285,-89.1684,622210,PM2.5 Primary (Filt + Cond,"Institutional (school, hospital, prison, etc.)",11.54,2011
La-Co Industries Inc,1201 Pratt Blvd,41.9976,-87.9684,339940,PM2.5 Primary (Filt + Cond,,2.562122,2011
FIRST AREA POLICE HDQTRS,Unknown,41.8,-87.6278,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
FS Grain LLC,4887 N 1220 E Rd,41.19,-87.8531,424510,PM2.5 Primary (Filt + Cond,,0.35838096,2011
City Of Peru Generating Station,1415 Water St,41.3244,-89.1241,221112,PM2.5 Primary (Filt + Cond,Electricity Generation via Combustion,0.129,2011
The Maschhoffs LLC,2804 Rte 107,39.6794,-90.7648,311119,PM2.5 Primary (Filt + Cond,,4.4955182,2011
Grand Tower Energy Center LLC,1820 Power Plant Rd,37.6578,-89.5112,221112,PM2.5 Primary (Filt + Cond,Electricity Generation via Combustion,5.46,2011
"Chicago, City of, Lexington Pumping Station",5555 W Lexington,41.87,-87.7616,221310,PM2.5 Primary (Filt + Cond,,0.03,2011
Concrete Specialties Co,11825 Franklin Ave,41.9471,-87.9158,327390,PM2.5 Primary (Filt + Cond,,0.00029842282,2011
Hanson Material Service,9101 W 47th St,41.8054,-87.8479,212312,PM2.5 Primary (Filt + Cond,,0,2011
Peotone Animal Hospital,431 Governors Hwy,41.3284,-87.7858,812910,PM2.5 Primary (Filt + Cond,Crematory - Animal,0.0255405,2011
Schaumburg Municipal Helistop,Unknown,42.0478,-88.0526,48811,PM2.5 Primary (Filt + Cond,Airport,0.0413541,2011
Joliet Cabinet Co,405 Caton Farm Rd,41.5661,-88.0927,337110,PM2.5 Primary (Filt + Cond,,0.406596,2011
ANR Pipeline Co,15313 W South St,42.2883,-88.4949,486210,PM2.5 Primary (Filt + Cond,Compressor Station,4.4329,2011
Omni Materials Port Authority Terminal,12800 S Butler Dr,41.6679,-87.5924,212312,PM2.5 Primary (Filt + Cond,,0.06757676,2011
Riverview Airport,2 miles SW of Evansville,38.0782,-89.9793,48811,PM2.5 Primary (Filt + Cond,Airport,0.007058,2011
C & H Gravel Co,W Broad St,38.9252,-88.6706,212321,PM2.5 Primary (Filt + Cond,,0.002613813,2011
The Delong Co Inc/Delco Elevator,2S181 County Line Rd,41.8332,-88.5929,424510,PM2.5 Primary (Filt + Cond,,0.41802899,2011
Sungard Availability Services,711 N Edgewood Ave,41.9758,-87.9647,518210,PM2.5 Primary (Filt + Cond,,0.00879495,2011
Chester Foundry,600 Barron St,37.914,-89.8292,331420,PM2.5 Primary (Filt + Cond,,0.000084499709,2011
CHS Inc,Route 104 W,39.5875,-89.7812,424510,PM2.5 Primary (Filt + Cond,,0.01702255567,2011
Rock Island Arsenal,1 Rodman Ave,41.513,-90.55,332994,PM2.5 Primary (Filt + Cond,Munition or Explosives Plant,3.2782981227,2011
Brandenburg Ind Service Co,1214 S Battan Rd,41.7284,-89.3978,238910,PM2.5 Primary (Filt + Cond,,0,2011
Hidden Valley Mfg-Wheeling,1197 Willis Ave,42.1191,-87.9213,311421,PM2.5 Primary (Filt + Cond,,0.12300001,2011
Galesburg Hospital Corp,695 N Kellogg St,40.9561,-90.3657,622110,PM2.5 Primary (Filt + Cond,"Institutional (school, hospital, prison, etc.)",0.1405,2011
Bohemian National Cemetery,5255 N Pulaski Rd,41.977,-87.7279,812220,PM2.5 Primary (Filt + Cond,Crematory - Human,0.1,2011
Mercer County Airport,1276 Highway 94,41.2486,-90.7371,488119,PM2.5 Primary (Filt + Cond,Airport,0.1822307,2011
Wilbert Funeral Sevices Inc,2901 Gardner Rd,41.8501,-87.8661,327390,PM2.5 Primary (Filt + Cond,,0.0136364,2011
Euclid Chemical Co,3835 State Route 72,42.0887,-88.8719,325130,PM2.5 Primary (Filt + Cond,,0.195968,2011
Jet Aviation St Louis,6400 Curtis-Steinberg Dr,38.576,-90.1574,488119,PM2.5 Primary (Filt + Cond,,0,2011
Mullins Grain Co,2386 Suydam Rd,41.6724,-88.8886,424510,PM2.5 Primary (Filt + Cond,,0.1290781227,2011
Robinson Hospital for Animals,13987 E 1250th Ave,39.0377,-87.6854,541940,PM2.5 Primary (Filt + Cond,Crematory - Animal,0.0160954,2011
Ozinga Illinois RMC Inc,1750 S State,41.4997,-87.6175,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.1975564,2011
Bunge Milling Inc,450 East Rd,40.119,-87.855,424510,PM2.5 Primary (Filt + Cond,,0.1549211267,2011
Britt Industries,3010 Malmo Dr,42.0331,-87.9475,332812,PM2.5 Primary (Filt + Cond,,0.06,2011
WINCHESTER,Unknown,40.5818,-91.3584,48811,PM2.5 Primary (Filt + Cond,Airport,0.00701554,2011
C & H Gravel Co,12142 Old Hwy 50,38.6734,-88.4363,212321,PM2.5 Primary (Filt + Cond,,0,2011
Quanex Corp,32140 E 830 N Rd,40.7463,-88.2862,332999,PM2.5 Primary (Filt + Cond,,0.006,2011
Imperial Zinc Corp,1031 E 103rd St,41.707,-87.5977,331420,PM2.5 Primary (Filt + Cond,Secondary Copper Smelting/Refining Plant,0.996892,2011
Ardagh Glass Inc,1200 N Logan St,40.1576,-89.3538,327213,PM2.5 Primary (Filt + Cond,Glass Plant,43.91,2011
United Ready Mix Inc,1 Leland St,40.6705,-89.6131,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.14090891,2011
Mondelez Global LLC,7300 S Kedzie Ave,41.7589,-87.7053,311821,PM2.5 Primary (Filt + Cond,,1.962,2011
Borg-Warner Automotive Automatic,300 S Maple St,41.4935,-87.8568,336390,PM2.5 Primary (Filt + Cond,,0.0304848,2011
Jelly Belly Candy Co,1501 Morrow Ave,42.3176,-87.8501,311352,PM2.5 Primary (Filt + Cond,,0.8605321,2011
Morris Cogeneration LLC,8805 N Tabler Rd,41.4132,-88.3298,221112,PM2.5 Primary (Filt + Cond,Electricity Generation via Combustion,7.54628,2011
Illinois Corn Processing LLC,1301 S Front St,40.5537,-89.6706,312140,PM2.5 Primary (Filt + Cond,Ethanol Biorefineries/Soy Biodiesel,6.201882,2011
Western Grain Marketing LLC,311 Hebard St,40.9111,-90.2812,424510,PM2.5 Primary (Filt + Cond,,0.0862548634,2011
Encompass Grain & Rail Coop,Rt 121 & Rt 122,40.3954,-89.476,424510,PM2.5 Primary (Filt + Cond,,0.1703793889,2011
I Pulloma Paints/James B Day & Co,1 Day Ln,42.1213,-88.2848,325510,PM2.5 Primary (Filt + Cond,,0.1105,2011
Naval Station Great Lakes,201 Decatur Ave,42.3155,-87.8381,928110,PM2.5 Primary (Filt + Cond,Military Base,4.09618,2011
Nichols Aluminum LLC,200 Schelter Rd,42.189,-87.9424,331315,PM2.5 Primary (Filt + Cond,Fabricated Metal Products Plant,5.74651,2011
Wayland Ready Mix Concrete & Fertilizer,1343 W Jackson Rd,40.459,-90.6913,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.0000441177,2011
SULLIVAN,Unknown,40.4016,-91.3034,48811,PM2.5 Primary (Filt + Cond,Airport,0.00701554,2011
Alliance Pipeline LP,580 Tampico Rd,41.5924,-89.7845,486210,PM2.5 Primary (Filt + Cond,Compressor Station,5.84,2011
Franciscan St. James Health,20201 S Crawford Ave,41.5236,-87.7097,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
Natural Enrichment Industries LLC,1002 S Park St,38.0815,-89.0535,311999,PM2.5 Primary (Filt + Cond,,11.217885416,2011
Almost Home,1520 N Illini Rd,39.8575,-88.7783,812210,PM2.5 Primary (Filt + Cond,,0.0255405,2011
ArcelorMittal Riverdale LLC,13500 S Perry Ave,41.6565,-87.6258,331110,PM2.5 Primary (Filt + Cond,Steel Mill,177.03,2011
Triangle Concrete Inc,1201 New St,41.2413,-89.9414,333120,PM2.5 Primary (Filt + Cond,,0.00022306967,2011
RCM Co-op,200 Main St,39.8531,-89.4625,424510,PM2.5 Primary (Filt + Cond,,0.1082676329,2011
Caterpillar Inc,Route 31,41.7128,-88.3643,333120,PM2.5 Primary (Filt + Cond,,5.991171509,2011
Herr Funeral Homes,501 W Main St,38.6686,-89.9916,812210,PM2.5 Primary (Filt + Cond,Crematory - Human,0.04,2011
Boyd Memorial Hospital,800 School St,39.2959,-90.4136,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
Ozinga Ready Mix,4896 McCurry Rd,42.4424,-89.0215,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.080917615,2011
St. Mary s Hospital,111 E Spring,41.1134,-88.8352,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
KIRKPATRICK,Unknown,42.4918,-88.6029,48811,PM2.5 Primary (Filt + Cond,Airport,0.00786319,2011
Land Comp Corp,2840 E 13th Rd,41.3437,-88.9031,562212,PM2.5 Primary (Filt + Cond,Landfill,1.48,2011
Total Grain Marketing LLC,South Rte 49,38.9998,-88.0206,424510,PM2.5 Primary (Filt + Cond,,0.51996976,2011
Leland Farmers Co,243 Flagg St,41.6877,-88.9829,424510,PM2.5 Primary (Filt + Cond,,0.1240641897,2011
Crete Energy Park,25400 Hartmann Dr,41.4292,-87.6189,221112,PM2.5 Primary (Filt + Cond,Electricity Generation via Combustion,0.85,2011
Pana Community Hospital,101 E 9th St,39.3787,-89.0845,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
CURRY,Unknown,39.6592,-90.7001,48811,PM2.5 Primary (Filt + Cond,Airport,0.00809755,2011
Contractors Ready Mix,1611 N Kickapoo St,40.1585,-89.3489,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.00165441,2011
Apex Tool Works,3200 Tollview Dr,42.0582,-88.02,333514,PM2.5 Primary (Filt + Cond,,0.0454545,2011
Dynegy Midwest Generation LLC,1 Chessen Ln,38.8639,-90.1325,221112,PM2.5 Primary (Filt + Cond,Electricity Generation via Combustion,172.50340953,2011
Diamond Heat Treat Inc,3691 Publishers Dr,42.2228,-89.0057,332811,PM2.5 Primary (Filt + Cond,,0.23,2011
Geneva Generating Plant,1717 Averill Rd,41.8913,-88.271,221112,PM2.5 Primary (Filt + Cond,Electricity Generation via Combustion,0.253,2011
Rumbold & Kuhn Inc,411 N Chestnut,41.2473,-89.9276,424510,PM2.5 Primary (Filt + Cond,,0.1379958897,2011
Rumbold & Kuhn Inc,20014 N Rice Rd,40.9322,-89.695,424510,PM2.5 Primary (Filt + Cond,,0.43601939,2011
Monticello Grain Co,Lodge Branch,40.1057,-88.5594,424510,PM2.5 Primary (Filt + Cond,,0.065515,2011
Caterpillar Inc,2200 Channahon Rd,41.4877,-88.136,333120,PM2.5 Primary (Filt + Cond,,2.75802905,2011
Ludlow Coop Elevator Co,1802 N 200 E Rd,40.7642,-88.0868,424510,PM2.5 Primary (Filt + Cond,,0.4239362657,2011
Valley View Industries Inc,8250 N 1900 E Rd,40.7485,-88.5665,212312,PM2.5 Primary (Filt + Cond,,0.0223765,2011
M & M Service Co,101 Grain Rd,39.2548,-90.0715,424510,PM2.5 Primary (Filt + Cond,,0.2173448227,2011
Lafarge North America,200 E Material Service Rd,41.6315,-88.0619,562212,PM2.5 Primary (Filt + Cond,,0,2011
Tate & Lyle Grain Inc,100 W Locust St,39.2507,-88.8649,424510,PM2.5 Primary (Filt + Cond,,0.39938927,2011
Nelson Harkins Industries,5301 N Kedzie Ave,41.9776,-87.7084,323113,PM2.5 Primary (Filt + Cond,,0.00700686,2011
Kaskaskia Regional Port District,7405 Pike Sawmill Rd,38.2738,-89.9167,488310,PM2.5 Primary (Filt + Cond,,0,2011
IGOE,Unknown,40.0978,-88.4206,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
Oxbow Midwest Calcining LLC,12308 S New Ave,41.6625,-88.0383,324199,PM2.5 Primary (Filt + Cond,Calcined Pet Coke Plant,129.95,2011
Prince Agri Products Inc,4618 Gardner Expy,39.8762,-91.3983,311119,PM2.5 Primary (Filt + Cond,,0.2455646,2011
RUDER,Unknown,41.926,-88.647,48811,PM2.5 Primary (Filt + Cond,Airport,0.0121692,2011
Prairie Hill RDF,18762 Lincoln Rd,41.7971,-89.8881,562212,PM2.5 Primary (Filt + Cond,Landfill,6.19,2011
Pal-Waukee,1020 S Plant Rd,42.1133,-87.9019,488119,PM2.5 Primary (Filt + Cond,Airport,5.085583430296,2011
Shapiro Developmental Center,100 E Jeffery St,41.1021,-87.868,622110,PM2.5 Primary (Filt + Cond,"Institutional (school, hospital, prison, etc.)",0.55,2011
INGERSOLL,Unknown,42.2994,-89.0705,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
CHICAGOLAND SPEEDWAY,Unknown,41.4796,-88.0592,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
Silver Cross Hospital,1900 Silver Cross Blvd,41.5456,-87.982,622110,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
Quality Magnetite LLC,5182 S Hwy 37,37.9384,-88.9308,212399,PM2.5 Primary (Filt + Cond,,0.09677422,2011
Smith RLA Ultralight Flightpark,1 mile S of Peirron,38.7731,-89.5944,48811,PM2.5 Primary (Filt + Cond,Airport,0.0000816615,2011
WestRock Converting Co,705 N Farnsworth,41.7701,-88.2813,322130,PM2.5 Primary (Filt + Cond,Pulp and Paper Plant,0.42,2011
Dixon/Lee Energy Partners LLC,1279 N Bataan Rd,41.7374,-89.3849,221118,PM2.5 Primary (Filt + Cond,Electricity Generation via Combustion,8.176,2011
Unimin Corp,Peru St S,41.4585,-89.0857,212322,PM2.5 Primary (Filt + Cond,,0.003127432,2011
Chapin Farmers Elevator Co,614 Cooper St,39.7669,-90.3987,424510,PM2.5 Primary (Filt + Cond,,0.134001933,2011
BOB DAVIS FLYING SERVICE,Unknown,39.5164,-89.8696,48811,PM2.5 Primary (Filt + Cond,Airport,0.0087337,2011
Exelon Generation Co LLC,4450 N German Church Rd,42.0742,-89.2829,221113,PM2.5 Primary (Filt + Cond,,21.100123044,2011
Quincy Humane Society,1705 N 36th St,39.9531,-91.3589,541940,PM2.5 Primary (Filt + Cond,,0.004,2011
Interstate Asphalt LLC,380E 800N Rd,40.6056,-88.0465,212399,PM2.5 Primary (Filt + Cond,,0.676581,2011
Spectrum-Roosevelt LP,5000 W Roosevelt Rd,41.8675,-87.748,454111,PM2.5 Primary (Filt + Cond,,0.15,2011
Dart Container Corp of Illinois,310 Evergreen Dr,41.7932,-88.3336,326140,PM2.5 Primary (Filt + Cond,,0.14,2011
Century Link Technology Solutions - CH3,2425 Busse Rd,41.9922,-87.9582,517911,PM2.5 Primary (Filt + Cond,,0.04,2011
Consolidated Grain & Barge Co,US Route 67 and Norwood Rd,41.0883,-90.5886,424510,PM2.5 Primary (Filt + Cond,,0.0052470534,2011
Synergy Flavors Inc,1230 Karl Ct,42.2794,-88.1409,311930,PM2.5 Primary (Filt + Cond,,0.085443,2011
Ready-Mix Solutions LLC,801 W Industrial Park Dr,37.7466,-89.2267,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,1.1598009,2011
Northfield Block Co,1 Hunt Ct,42.2449,-87.9824,327331,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.3716254,2011
Premier Cooperative Inc,301 S Market St,40.1106,-88.3703,424510,PM2.5 Primary (Filt + Cond,,0.1512608897,2011
RENDLEMAN,Unknown,37.7563,-89.3837,48811,PM2.5 Primary (Filt + Cond,Airport,0.0071364,2011
Concrete Supply LLC,5984 Old Red Bud Rd,38.2878,-90.1285,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.086588218,2011
Cargill Dry Corn Ingredients,242 N CR 1275E,39.6882,-88.2318,424510,PM2.5 Primary (Filt + Cond,,0.044466637,2011
Farmers Elevator & Supply Co,Market and Madison,41.8077,-89.9637,424510,PM2.5 Primary (Filt + Cond,,0.038449127,2011
Custom Graphics Inc,6100 SW Washington,40.6483,-89.6476,323111,PM2.5 Primary (Filt + Cond,Printing/Publishing Facility,0.01,2011
AGI North America LLC,1950 N Ruby St,41.9096,-87.8703,323111,PM2.5 Primary (Filt + Cond,,0.678415,2011
Metropolitan Water Reclamation District,3500 W Howard St,42.0202,-87.7171,221320,PM2.5 Primary (Filt + Cond,Wastewater Treatment Facility,0.203,2011
Provena United Samaritans Medical Center,812 N Logan,40.1389,-87.6453,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
REYHAN,Unknown,39.6776,-89.8051,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
Northern Natural Gas Co,5421 N Menominee Rd,42.4543,-90.5144,486210,PM2.5 Primary (Filt + Cond,,0.89,2011
Heniff Transportation Systems Inc,5240 W 123rd Pl,41.6686,-87.7504,484110,PM2.5 Primary (Filt + Cond,,0.04,2011
International Paper Co,3001 Otto St,38.5292,-90.0179,322211,PM2.5 Primary (Filt + Cond,Printing/Publishing Facility,4.76,2011
Prentice Farmers Elevator & Co,Rural,39.8585,-90.0439,424510,PM2.5 Primary (Filt + Cond,,0.301922746,2011
Adkins Energy LLC,4350 W Galena Rd,42.3629,-89.8046,325193,PM2.5 Primary (Filt + Cond,Ethanol Biorefineries/Soy Biodiesel,6.460906,2011
McLeansboro Power Plant,305 W Market St,38.0947,-88.5414,221112,PM2.5 Primary (Filt + Cond,Electricity Generation via Combustion,0.013,2011
Woods Equipment Co,2606 Rte 2S,41.981,-89.3424,333111,PM2.5 Primary (Filt + Cond,,1.023989,2011
Solo Cup Operating Corp,1505 E Main St,40.1109,-88.1899,326199,PM2.5 Primary (Filt + Cond,,1.828196,2011
Vulcan Materials Co,1425 N Lake Rd,40.1343,-89.3759,212321,PM2.5 Primary (Filt + Cond,,0,2011
Ozinga Concrete Products Inc,401 Brier Hill Rd,42.0954,-88.4803,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.4145929,2011
The Poor Clares of Rockford,2111 S Main St,42.2507,-89.1059,813110,PM2.5 Primary (Filt + Cond,,0,2011
Davison-Fulton Funeral Chapels Ltd,2021 N University St,40.7133,-89.6137,812210,PM2.5 Primary (Filt + Cond,Crematory - Human,0.05,2011
Glass Recycling & Grinding USA LLC,1218 Shappert Dr,42.3722,-89.0333,212399,PM2.5 Primary (Filt + Cond,,0.0001587758,2011
Unilock,301 E Sullivan Rd,41.7872,-88.3073,327390,PM2.5 Primary (Filt + Cond,,0.418342301,2011
Grainland Cooperative,927 County Highway 3,40.7231,-89.3109,424510,PM2.5 Primary (Filt + Cond,,1.12638229,2011
Johns Manville,2151 W Channahon Rd,41.4972,-88.1358,321219,PM2.5 Primary (Filt + Cond,,9.401524102,2011
Saporito Finishing Co,3119 S Austin Blvd,41.8352,-87.7727,332813,PM2.5 Primary (Filt + Cond,,0.3,2011
Rogers Redi-mix Inc,827 Opdyke,37.9037,-89.8111,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.046251238,2011
University of Chicago,6101 S Blackstone,41.7846,-87.5902,611310,PM2.5 Primary (Filt + Cond,"Institutional (school, hospital, prison, etc.)",5.13,2011
Empire Hard Chrome,1615 S Kostner Ave,41.8581,-87.7343,332813,PM2.5 Primary (Filt + Cond,,0.03,2011
Central Steel & Wire Co,3000 W 51st St,41.8025,-87.6982,493110,PM2.5 Primary (Filt + Cond,,0.3518044,2011
Tamms Correctional Center,8500 Supermax Rd,37.2509,-89.2822,922140,PM2.5 Primary (Filt + Cond,"Institutional (school, hospital, prison, etc.)",0.0235,2011
Midwest Control Products,Rte 9 Industrial Park,40.5505,-90.5227,332618,PM2.5 Primary (Filt + Cond,,2.346645806,2011
Amitron Corp,2001 Landmeier Rd,42.0097,-87.9527,334412,PM2.5 Primary (Filt + Cond,,0.0764569,2011
Kinmundy Power Plant,2816 Kinoka Rd,38.761,-89.0129,221112,PM2.5 Primary (Filt + Cond,Electricity Generation via Combustion,1.2,2011
MOTOROLA CSG-HARVARD,Unknown,42.4381,-88.6036,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
CIBA Vision Corp,333 E Howard Ave,42.0146,-87.9148,339115,PM2.5 Primary (Filt + Cond,,0.194,2011
Cargill Inc,12201 S Torrence,41.6755,-87.5562,325199,PM2.5 Primary (Filt + Cond,,1.68,2011
Jones Lang LaSalle Americas Inc/Hewitt Associates LLC,4 Overlook Pt,42.19,-87.9315,541611,PM2.5 Primary (Filt + Cond,,0.01320316,2011
Bluff City Materials Inc,1400 Gifford Rd,42.0047,-88.247,212319,PM2.5 Primary (Filt + Cond,,0.25512,2011
Meskan Brass Foundry,2007 N Major Ave,41.9175,-87.7679,331524,PM2.5 Primary (Filt + Cond,,0.2422123,2011
HILVETY,Unknown,39.6494,-88.9726,48811,PM2.5 Primary (Filt + Cond,Airport,0.1761087,2011
Agrail LLC,901 Roundhouse Dr,40.4866,-89.0046,424510,PM2.5 Primary (Filt + Cond,,0.11881594,2011
Lafarge West Inc,RR 1,37.5031,-88.174,212312,PM2.5 Primary (Filt + Cond,,0,2011
Eklund Metal Treating Inc,721 Beacon St,42.3026,-89.0533,332811,PM2.5 Primary (Filt + Cond,,2.00521773,2011
Peoples Gas Light And Coke Co,4161 W 36th St,41.8252,-87.7306,221210,PM2.5 Primary (Filt + Cond,,0.1,2011
Foulds Inc,520 E Church St,42.2867,-87.9456,311824,PM2.5 Primary (Filt + Cond,Food Products Processing Plant,0.04164286,2011
Reynolds Consumer Products LLC,2226 E Morton Ave,39.7249,-90.1891,326111,PM2.5 Primary (Filt + Cond,,0.00705882,2011
DONGOLA,Unknown,37.3656,-89.1636,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
